様式 2-7. (空調)空調機入力シート,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
①,②,③,④,⑤,⑥,送風機定格消費電力,,,,⑪,⑫,⑬,⑭,全熱交換器,,,,,二次ポンプ群名称,,熱源群名称,,[24]
ACEN,1,空調機,17.3,17.3,3100,2.2,,,0.3,定風量制御,,有,無,有,500,60,無,0.02,PC1,PH1,AHP,AHP,
ACRS,1,空調機,117.6,117.6,21200,15,,,2.2,定風量制御,,有,無,有,7800,60,無,0.05,PC1,PH1,AHP,AHP,
FCU4-KO,1,FCU,1.7,1.4,250,0.03,,,,定風量制御,,有,無,,,,,,PC1,PH1,AHP,AHP,
,1,全熱交ユニット,,,100,,,0.03,0.03,定風量制御,,有,無,有,50,60,無,,,,,,
FCU6-SE,1,FCU,2.5,2.1,350,0.06,,,,定風量制御,,有,無,,,,,,PC1,PH1,AHP,AHP,
,1,全熱交ユニット,,,100,,,0.03,0.03,定風量制御,,有,無,有,100,60,無,,,,,,
FCU6-SH,1,FCU,2.5,2.1,350,0.06,,,,定風量制御,,有,無,,,,,,PC1,PH1,AHP,AHP,
,1,全熱交ユニット,,,100,,,0.03,0.03,定風量制御,,有,無,有,100,60,無,,,,,,
FCU8-1F,1,FCU,3.1,2.7,680,0.09,,,,定風量制御,,有,無,,,,,,PC1,PH1,AHP,AHP,
,1,全熱交ユニット,,,100,,,0.03,0.03,定風量制御,,有,無,有,100,60,無,,,,,,
FCU8-2F,1,FCU,3.1,2.7,680,0.09,,,,定風量制御,,有,無,,,,,,PC1,PH1,AHP,AHP,
,1,全熱交ユニット,,,100,,,0.03,0.03,定風量制御,,有,無,有,100,60,無,,,,,,
FCU8-3F,1,FCU,3.1,2.7,680,0.09,,,,定風量制御,,有,無,,,,,,PC1,PH1,AHP,AHP,
,1,全熱交ユニット,,,100,,,0.03,0.03,定風量制御,,有,無,有,100,60,無,,,,,,
FCU8-4F,1,FCU,3.1,2.7,680,0.09,,,,定風量制御,,有,無,,,,,,PC1,PH1,AHP,AHP,
,1,全熱交ユニット,,,100,,,0.03,0.03,定風量制御,,有,無,有,100,60,無,,,,,,
FCU8-5F,1,FCU,3.1,2.7,680,0.09,,,,定風量制御,,有,無,,,,,,PC1,PH1,AHP,AHP,
,1,全熱交ユニット,,,100,,,0.03,0.03,定風量制御,,有,無,有,100,60,無,,,,,,
FCU8-6F,1,FCU,3.1,2.7,680,0.09,,,,定風量制御,,有,無,,,,,,PC1,PH1,AHP,AHP,
,1,全熱交ユニット,,,100,,,0.03,0.03,定風量制御,,有,無,有,100,60,無,,,,,,
FCU8-7F,1,FCU,3.1,2.7,680,0.09,,,,定風量制御,,有,無,,,,,,PC1,PH1,AHP,AHP,
,1,全熱交ユニット,,,100,,,0.03,0.03,定風量制御,,有,無,有,100,60,無,,,,,,
FCU8-8F,1,FCU,3.1,2.7,680,0.09,,,,定風量制御,,有,無,,,,,,PC1,PH1,AHP,AHP,
,1,全熱交ユニット,,,100,,,0.03,0.03,定風量制御,,有,無,有,100,60,無,,,,,,
FCU8-9F,1,FCU,3.1,2.7,680,0.09,,,,定風量制御,,有,無,,,,,,PC1,PH1,AHP,AHP,
,1,全熱交ユニット,,,100,,,0.03,0.03,定風量制御,,有,無,有,100,60,無,,,,,,
EPCI,1,室内機,14,16,1650,0.12,,,,定風量制御,,無,無,,,,,,,,EHP1,EHP1,中央監視室系統
,1,全熱交ユニット,,,350,,,0.12,0.12,定風量制御,,有,無,有,350,60,無,,,,,,
EPKI,1,室内機,3.6,3.6,810,0.05,,,,定風量制御,,無,無,,,,,,,,EHP2,EHP2,警備員室系統
,1,全熱交ユニット,,,100,,,0.03,0.03,定風量制御,,有,無,有,100,60,無,,,,,,
