様式 2-4. (空調) 外皮仕様入力シート,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
①,①,外皮構成,,,,,,,
1F,霊安室,北,,,OW1,3.96,WNDW1,1.188,無
1F,女子更衣室１,北,,,OW1,14.1,WNDW1,4.23,無
1F,女子更衣室２,北,,,OW1,11.28,WNDW1,3.384,無
1F,クリーンスタッフ更衣室,北,,,OW1,10.8,WNDW1,3.24,無
1F,一般老健 レクレーションコーナー,北,,,OW1,8.1,WNDW1,2.43,無
1F,一般老健 談話コーナー,北,,,OW1,8.55,WNDW1,2.565,無
1F,一般老健 検体検査室,北,,,OW1,14.43,WNDW1,4.329,無
1F,一般老健 診察室,北,,,OW1,2.64,WNDW1,0.792,無
1F,一般老健 廊下,北,,,OW1,116.07,WNDW1,34.821,無
1F,一般老健 食堂1,北,,,OW1,15.75,WNDW1,4.725,無
1F,一般老健 食堂2,北,,,OW1,15.75,WNDW1,4.725,無
1F,ボランティアルーム,北,,,OW1,6.45,WNDW1,1.935,無
1F,一般老健 特別浴室,北,,,OW1,13.65,WNDW1,4.095,無
1F,一般老健 機能訓練回復コーナー,北,,,OW1,15.63,WNDW1,4.689,無
1F,一般老健 サービスステーション,北,,,OW1,8.04,WNDW1,2.412,無
1F,看護師長室,北,,,OW1,6.36,WNDW1,1.908,無
1F,施設長室,北,,,OW1,5.4,WNDW1,1.62,無
1F,スタッフ控室,北,,,OW1,3.57,WNDW1,1.071,無
1F,一般老健 療養室（１人）1,北,,,OW1,4.5,WNDW1,1.35,無
1F,一般老健 療養室（１人）2,北,,,OW1,4.5,WNDW1,1.35,無
1F,一般老健 療養室（１人）3,北,,,OW1,4.5,WNDW1,1.35,無
1F,一般老健 療養室（１人）4,北,,,OW1,4.5,WNDW1,1.35,無
1F,一般老健 療養室（１人）5,北,,,OW1,4.5,WNDW1,1.35,無
1F,一般老健 療養室（１人）6,北,,,OW1,4.5,WNDW1,1.35,無
1F,一般老健 療養室（4人）1,北,,,OW1,10.8,WNDW1,3.24,無
1F,一般老健 療養室（4人）2,北,,,OW1,10.8,WNDW1,3.24,無
1F,一般老健 療養室（4人）3,北,,,OW1,10.8,WNDW1,3.24,無
1F,一般老健 療養室（4人）4,北,,,OW1,10.8,WNDW1,3.24,無
1F,一般老健 療養室（4人）5,北,,,OW1,10.8,WNDW1,3.24,無
1F,一般老健 療養室（4人）6,北,,,OW1,10.8,WNDW1,3.24,無
1F,一般老健 療養室（4人）7,北,,,OW1,10.8,WNDW1,3.24,無
1F,一般老健 療養室（4人）8,北,,,OW1,10.8,WNDW1,3.24,無
1F,痴呆症老健 療養室（2人）,北,,,OW1,7.2,WNDW1,2.16,無
1F,痴呆症老健 デイコーナー1,北,,,OW1,8.1,WNDW1,2.43,無
1F,痴呆症老健 食堂1,北,,,OW1,15.75,WNDW1,4.725,無
1F,痴呆症老健 食堂2,北,,,OW1,15.75,WNDW1,4.725,無
1F,痴呆症老健 廊下,北,,,OW1,119.43,WNDW1,35.829,無
1F,痴呆症老健 デイコーナー2,北,,,OW1,8.55,WNDW1,2.565,無
1F,痴呆症老健 デイコーナー3,北,,,OW1,6.3,WNDW1,1.89,無
1F,痴呆症老健 デイコーナー4,北,,,OW1,9.33,WNDW1,2.799,無
1F,痴呆症老健 サービスステーション,北,,,OW1,10.59,WNDW1,3.177,無
1F,スタッフ控室2,北,,,OW1,3.675,WNDW1,1.1025,無
1F,家族相談室,北,,,OW1,2.625,WNDW1,0.7875,無
1F,痴呆症老健 家族介護教室,北,,,OW1,10.08,WNDW1,3.024,無
1F,痴呆症老健 診察室,北,,,OW1,2.67,WNDW1,0.801,無
1F,痴呆症老健 療養室（１人）1,北,,,OW1,4.5,WNDW1,1.35,無
1F,痴呆症老健 療養室（１人）2,北,,,OW1,4.5,WNDW1,1.35,無
1F,痴呆症老健 療養室（１人）3,北,,,OW1,4.5,WNDW1,1.35,無
1F,痴呆症老健 療養室（１人）4,北,,,OW1,4.5,WNDW1,1.35,無
1F,痴呆症老健 療養室（１人）5,北,,,OW1,4.5,WNDW1,1.35,無
1F,痴呆症老健 療養室（１人）6,北,,,OW1,4.5,WNDW1,1.35,無
1F,痴呆症老健 療養室（4人）1,北,,,OW1,10.8,WNDW1,3.24,無
1F,痴呆症老健 療養室（4人）2,北,,,OW1,10.8,WNDW1,3.24,無
1F,痴呆症老健 療養室（4人）3,北,,,OW1,10.8,WNDW1,3.24,無
1F,痴呆症老健 療養室（4人）4,北,,,OW1,10.8,WNDW1,3.24,無
1F,痴呆症老健 療養室（4人）5,北,,,OW1,10.8,WNDW1,3.24,無
1F,痴呆症老健 療養室（4人）6,北,,,OW1,10.8,WNDW1,3.24,無
1F,痴呆症老健 療養室（4人）7,北,,,OW1,10.8,WNDW1,3.24,無
1F,痴呆症老健 療養室（4人）8,北,,,OW1,10.8,WNDW1,3.24,無
2F,リハビリ棟 リハビリセンター,北,,,OW1,132.24,WNDW1,39.672,無
2F,リハビリ棟 リハビリサロン,北,,,OW1,44.19,WNDW1,13.257,無
2F,リハビリ棟 廊下,北,,,OW1,31.5,WNDW1,9.45,無
2F,外来待合,北,,,OW1,12.6,WNDW1,3.78,無
2F,外来受付,北,,,OW1,3.15,WNDW1,0.945,無
2F,リハビリ棟 ST-1,北,,,OW1,4.83,WNDW1,1.449,無
2F,リハビリ棟 前室,北,,,OW1,7.59,WNDW1,2.277,無
2F,リハビリ棟 ST-2,北,,,OW1,3.15,WNDW1,0.945,無
2F,リハビリ棟 ST-3,北,,,OW1,3.15,WNDW1,0.945,無
2F,リハビリ棟 評価室1,北,,,OW1,3.15,WNDW1,0.945,無
2F,リハビリ棟 評価室2,北,,,OW1,3.15,WNDW1,0.945,無
2F,リハビリ棟 ADL,北,,,OW1,17.55,WNDW1,5.265,無
2F,リハビリ棟 スタッフルーム,北,,,OW1,19.74,WNDW1,5.922,無
2F,スタッフ控室,北,,,OW1,2.7,WNDW1,0.81,無
2F,監理棟 会議室1,北,,,OW1,13.74,WNDW1,4.122,無
2F,監理棟 会議室2,北,,,OW1,14.76,WNDW1,4.428,無
2F,ミーティング室1,北,,,OW1,5.1,WNDW1,1.53,無
2F,ミーティング室2,北,,,OW1,5.1,WNDW1,1.53,無
2F,小会議室,北,,,OW1,6.3,WNDW1,1.89,無
2F,理事長室,北,,,OW1,6.3,WNDW1,1.89,無
2F,監理棟 医局,北,,,OW1,17.19,WNDW1,5.157,無
2F,師長室,北,,,OW1,5.85,WNDW1,1.755,無
2F,看護師宿直室,北,,,OW1,4.95,WNDW1,1.485,無
2F,医師宿直室,北,,,OW1,4.5,WNDW1,1.35,無
2F,図書室,北,,,OW1,6.3,WNDW1,1.89,無
2F,院長室,北,,,OW1,5.22,WNDW1,1.566,無
2F,副院長室1,北,,,OW1,5.22,WNDW1,1.566,無
2F,副院長室2,北,,,OW1,5.22,WNDW1,1.566,無
2F,看護部長室,北,,,OW1,9.57,WNDW1,2.871,無
2F,北ウイング病棟 デイコーナー1,北,,,OW1,8.1,WNDW1,2.43,無
2F,北ウイング病棟 デイコーナー2,北,,,OW1,8.1,WNDW1,2.43,無
2F,北ウイング病棟 デイコーナー3,北,,,OW1,8.1,WNDW1,2.43,無
2F,多目的室N,北,,,OW1,6.48,WNDW1,1.944,無
2F,北ウイング病棟 個別浴室,北,,,OW1,10.8,WNDW1,3.24,無
2F,北ウイング病棟 廊下,北,,,OW1,116.58,WNDW1,34.974,無
2F,北ウイング病棟 病室W（1B）1,北,,,OW1,4.95,WNDW1,1.485,無
2F,北ウイング病棟 病室W（1B）2,北,,,OW1,4.95,WNDW1,1.485,無
2F,北ウイング病棟 病室W（1B）3,北,,,OW1,4.95,WNDW1,1.485,無
2F,北ウイング病棟 病室W（1B）4,北,,,OW1,4.95,WNDW1,1.485,無
2F,北ウイング病棟 病室W（1B）5,北,,,OW1,4.95,WNDW1,1.485,無
2F,北ウイング病棟 病室W（1B）6,北,,,OW1,4.95,WNDW1,1.485,無
2F,北ウイング病棟 病室E（1B）7,北,,,OW1,10.8,WNDW1,3.24,無
2F,北ウイング病棟 病室E（1B）8,北,,,OW1,10.8,WNDW1,3.24,無
2F,北ウイング病棟 病室N（1B）9,北,,,OW1,10.8,WNDW1,3.24,無
2F,北ウイング病棟 病室N（1B）10,北,,,OW1,10.8,WNDW1,3.24,無
2F,北ウイング病棟 病室N（1B）11,北,,,OW1,10.8,WNDW1,3.24,無
2F,北ウイング病棟 病室N（1B）12,北,,,OW1,10.8,WNDW1,3.24,無
2F,北ウイング病棟 病室E（1B）13,北,,,OW1,10.8,WNDW1,3.24,無
2F,北ウイング病棟 病室E（1B）14,北,,,OW1,10.8,WNDW1,3.24,無
2F,北ウイング病棟 病室E（1B）15,北,,,OW1,10.8,WNDW1,3.24,無
2F,北ウイング病棟 病室E（1B）16,北,,,OW1,10.8,WNDW1,3.24,無
2F,北ウイング病棟 観察室,北,,,OW1,12,WNDW1,3.6,無
2F,ST室N,北,,,OW1,9.6,WNDW1,2.88,無
2F,北ウイング病棟 中央ステーション,北,,,OW1,27.81,WNDW1,8.343,無
2F,ホール,北,,,OW1,30,WNDW1,9,無
2F,EVホール,北,,,OW1,36.03,WNDW1,10.809,無
2F,食堂,北,,,OW1,47.7,WNDW1,14.31,無
2F,パントリー,北,,,OW1,16.2,WNDW1,4.86,無
2F,南ウイング病棟 デイコーナー1,北,,,OW1,8.1,WNDW1,2.43,無
2F,南ウイング病棟 デイコーナー2,北,,,OW1,8.1,WNDW1,2.43,無
2F,南ウイング病棟 デイコーナー3,北,,,OW1,8.1,WNDW1,2.43,無
2F,多目的室S,北,,,OW1,6.48,WNDW1,1.944,無
2F,南ウイング病棟 個別浴室,北,,,OW1,10.8,WNDW1,3.24,無
2F,南ウイング病棟 廊下,北,,,OW1,116.58,WNDW1,34.974,無
2F,南ウイング病棟 病室W（1B）1,北,,,OW1,4.95,WNDW1,1.485,無
2F,南ウイング病棟 病室W（1B）2,北,,,OW1,4.95,WNDW1,1.485,無
2F,南ウイング病棟 病室W（1B）3,北,,,OW1,4.95,WNDW1,1.485,無
2F,南ウイング病棟 病室W（1B）4,北,,,OW1,4.95,WNDW1,1.485,無
2F,南ウイング病棟 病室W（1B）5,北,,,OW1,4.95,WNDW1,1.485,無
2F,南ウイング病棟 病室W（1B）6,北,,,OW1,4.95,WNDW1,1.485,無
2F,南ウイング病棟 病室E（1B）7,北,,,OW1,10.8,WNDW1,3.24,無
2F,南ウイング病棟 病室E（1B）8,北,,,OW1,10.8,WNDW1,3.24,無
2F,南ウイング病棟 病室S（1B）9,北,,,OW1,10.8,WNDW1,3.24,無
2F,南ウイング病棟 病室S（1B）10,北,,,OW1,10.8,WNDW1,3.24,無
2F,南ウイング病棟 病室S（1B）11,北,,,OW1,10.8,WNDW1,3.24,無
2F,南ウイング病棟 病室S（1B）12,北,,,OW1,10.8,WNDW1,3.24,無
2F,南ウイング病棟 病室E（1B）13,北,,,OW1,10.8,WNDW1,3.24,無
2F,南ウイング病棟 病室E（1B）14,北,,,OW1,10.8,WNDW1,3.24,無
2F,南ウイング病棟 病室E（1B）15,北,,,OW1,10.8,WNDW1,3.24,無
2F,南ウイング病棟 病室E（1B）16,北,,,OW1,10.8,WNDW1,3.24,無
2F,南ウイング病棟 観察室,北,,,OW1,12,WNDW1,3.6,無
2F,ST室S,北,,,OW1,9.6,WNDW1,2.88,無
3F,北ウイング病棟 デイコーナー1,北,,,OW1,8.1,WNDW1,2.43,無
3F,北ウイング病棟 デイコーナー2,北,,,OW1,8.1,WNDW1,2.43,無
3F,北ウイング病棟 デイコーナー3,北,,,OW1,8.1,WNDW1,2.43,無
3F,多目的室N,北,,,OW1,6.48,WNDW1,1.944,無
3F,北ウイング病棟 個別浴室,北,,,OW1,10.8,WNDW1,3.24,無
3F,北ウイング病棟 廊下,北,,,OW1,116.58,WNDW1,34.974,無
3F,北ウイング病棟 病室W（1B）1,北,,,OW1,4.95,WNDW1,1.485,無
3F,北ウイング病棟 病室W（1B）2,北,,,OW1,4.95,WNDW1,1.485,無
3F,北ウイング病棟 病室W（1B）3,北,,,OW1,4.95,WNDW1,1.485,無
3F,北ウイング病棟 病室W（1B）4,北,,,OW1,4.95,WNDW1,1.485,無
3F,北ウイング病棟 病室W（1B）5,北,,,OW1,4.95,WNDW1,1.485,無
3F,北ウイング病棟 病室W（1B）6,北,,,OW1,4.95,WNDW1,1.485,無
3F,北ウイング病棟 病室E（1B）7,北,,,OW1,10.8,WNDW1,3.24,無
3F,北ウイング病棟 病室E（1B）8,北,,,OW1,10.8,WNDW1,3.24,無
3F,北ウイング病棟 病室N（1B）9,北,,,OW1,10.8,WNDW1,3.24,無
3F,北ウイング病棟 病室N（1B）10,北,,,OW1,10.8,WNDW1,3.24,無
3F,北ウイング病棟 病室N（1B）11,北,,,OW1,10.8,WNDW1,3.24,無
3F,北ウイング病棟 病室N（1B）12,北,,,OW1,10.8,WNDW1,3.24,無
3F,北ウイング病棟 病室E（1B）13,北,,,OW1,10.8,WNDW1,3.24,無
3F,北ウイング病棟 病室E（1B）14,北,,,OW1,10.8,WNDW1,3.24,無
3F,北ウイング病棟 病室E（1B）15,北,,,OW1,10.8,WNDW1,3.24,無
3F,北ウイング病棟 病室E（1B）16,北,,,OW1,10.8,WNDW1,3.24,無
3F,北ウイング病棟 観察室,北,,,OW1,12,WNDW1,3.6,無
3F,ST室N,北,,,OW1,9.6,WNDW1,2.88,無
3F,北ウイング病棟 中央ステーション,北,,,OW1,27.81,WNDW1,8.343,無
3F,ホール,北,,,OW1,30,WNDW1,9,無
3F,EVホール,北,,,OW1,36.03,WNDW1,10.809,無
3F,食堂,北,,,OW1,47.7,WNDW1,14.31,無
3F,パントリー,北,,,OW1,16.2,WNDW1,4.86,無
3F,南ウイング病棟 デイコーナー1,北,,,OW1,8.1,WNDW1,2.43,無
3F,南ウイング病棟 デイコーナー2,北,,,OW1,8.1,WNDW1,2.43,無
3F,南ウイング病棟 デイコーナー3,北,,,OW1,8.1,WNDW1,2.43,無
3F,多目的室S,北,,,OW1,6.48,WNDW1,1.944,無
3F,南ウイング病棟 個別浴室,北,,,OW1,10.8,WNDW1,3.24,無
3F,南ウイング病棟 廊下,北,,,OW1,116.58,WNDW1,34.974,無
3F,南ウイング病棟 病室W（1B）1,北,,,OW1,4.95,WNDW1,1.485,無
3F,南ウイング病棟 病室W（1B）2,北,,,OW1,4.95,WNDW1,1.485,無
3F,南ウイング病棟 病室W（1B）3,北,,,OW1,4.95,WNDW1,1.485,無
3F,南ウイング病棟 病室W（1B）4,北,,,OW1,4.95,WNDW1,1.485,無
3F,南ウイング病棟 病室W（1B）5,北,,,OW1,4.95,WNDW1,1.485,無
3F,南ウイング病棟 病室W（1B）6,北,,,OW1,4.95,WNDW1,1.485,無
3F,南ウイング病棟 病室E（1B）7,北,,,OW1,10.8,WNDW1,3.24,無
3F,南ウイング病棟 病室E（1B）8,北,,,OW1,10.8,WNDW1,3.24,無
3F,南ウイング病棟 病室S（1B）9,北,,,OW1,10.8,WNDW1,3.24,無
3F,南ウイング病棟 病室S（1B）10,北,,,OW1,10.8,WNDW1,3.24,無
3F,南ウイング病棟 病室S（1B）11,北,,,OW1,10.8,WNDW1,3.24,無
3F,南ウイング病棟 病室S（1B）12,北,,,OW1,10.8,WNDW1,3.24,無
3F,南ウイング病棟 病室E（1B）13,北,,,OW1,10.8,WNDW1,3.24,無
3F,南ウイング病棟 病室E（1B）14,北,,,OW1,10.8,WNDW1,3.24,無
3F,南ウイング病棟 病室E（1B）15,北,,,OW1,10.8,WNDW1,3.24,無
3F,南ウイング病棟 病室E（1B）16,北,,,OW1,10.8,WNDW1,3.24,無
3F,南ウイング病棟 観察室,北,,,OW1,12,WNDW1,3.6,無
3F,ST室S,北,,,OW1,9.6,WNDW1,2.88,無
4F,北ウイング病棟 デイコーナー1,北,,,OW1,8.1,WNDW1,2.43,無
4F,北ウイング病棟 デイコーナー2,北,,,OW1,8.1,WNDW1,2.43,無
4F,北ウイング病棟 デイコーナー3,北,,,OW1,8.1,WNDW1,2.43,無
4F,多目的室N,北,,,OW1,6.48,WNDW1,1.944,無
4F,北ウイング病棟 個別浴室,北,,,OW1,10.8,WNDW1,3.24,無
4F,北ウイング病棟 廊下,北,,,OW1,116.58,WNDW1,34.974,無
4F,北ウイング病棟 病室W（1B）1,北,,,OW1,4.95,WNDW1,1.485,無
4F,北ウイング病棟 病室W（1B）2,北,,,OW1,4.95,WNDW1,1.485,無
4F,北ウイング病棟 病室W（1B）3,北,,,OW1,4.95,WNDW1,1.485,無
4F,北ウイング病棟 病室W（1B）4,北,,,OW1,4.95,WNDW1,1.485,無
4F,北ウイング病棟 病室W（1B）5,北,,,OW1,4.95,WNDW1,1.485,無
4F,北ウイング病棟 病室W（1B）6,北,,,OW1,4.95,WNDW1,1.485,無
4F,北ウイング病棟 病室E（1B）7,北,,,OW1,10.8,WNDW1,3.24,無
4F,北ウイング病棟 病室E（1B）8,北,,,OW1,10.8,WNDW1,3.24,無
4F,北ウイング病棟 病室N（1B）9,北,,,OW1,10.8,WNDW1,3.24,無
4F,北ウイング病棟 病室N（1B）10,北,,,OW1,10.8,WNDW1,3.24,無
4F,北ウイング病棟 病室N（1B）11,北,,,OW1,10.8,WNDW1,3.24,無
4F,北ウイング病棟 病室N（1B）12,北,,,OW1,10.8,WNDW1,3.24,無
4F,北ウイング病棟 病室E（1B）13,北,,,OW1,10.8,WNDW1,3.24,無
4F,北ウイング病棟 病室E（1B）14,北,,,OW1,10.8,WNDW1,3.24,無
4F,北ウイング病棟 病室E（1B）15,北,,,OW1,10.8,WNDW1,3.24,無
4F,北ウイング病棟 病室E（1B）16,北,,,OW1,10.8,WNDW1,3.24,無
4F,北ウイング病棟 観察室,北,,,OW1,12,WNDW1,3.6,無
4F,ST室N,北,,,OW1,9.6,WNDW1,2.88,無
4F,北ウイング病棟 中央ステーション,北,,,OW1,27.81,WNDW1,8.343,無
4F,ホール,北,,,OW1,30,WNDW1,9,無
4F,EVホール,北,,,OW1,36.03,WNDW1,10.809,無
4F,食堂,北,,,OW1,47.7,WNDW1,14.31,無
4F,パントリー,北,,,OW1,16.2,WNDW1,4.86,無
4F,南ウイング病棟 デイコーナー1,北,,,OW1,8.1,WNDW1,2.43,無
4F,南ウイング病棟 デイコーナー2,北,,,OW1,8.1,WNDW1,2.43,無
4F,南ウイング病棟 デイコーナー3,北,,,OW1,8.1,WNDW1,2.43,無
4F,多目的室S,北,,,OW1,6.48,WNDW1,1.944,無
4F,南ウイング病棟 個別浴室,北,,,OW1,10.8,WNDW1,3.24,無
4F,南ウイング病棟 廊下,北,,,OW1,116.58,WNDW1,34.974,無
4F,南ウイング病棟 病室W（1B）1,北,,,OW1,4.95,WNDW1,1.485,無
4F,南ウイング病棟 病室W（1B）2,北,,,OW1,4.95,WNDW1,1.485,無
4F,南ウイング病棟 病室W（1B）3,北,,,OW1,4.95,WNDW1,1.485,無
4F,南ウイング病棟 病室W（1B）4,北,,,OW1,4.95,WNDW1,1.485,無
4F,南ウイング病棟 病室W（1B）5,北,,,OW1,4.95,WNDW1,1.485,無
4F,南ウイング病棟 病室W（1B）6,北,,,OW1,4.95,WNDW1,1.485,無
4F,南ウイング病棟 病室E（1B）7,北,,,OW1,10.8,WNDW1,3.24,無
4F,南ウイング病棟 病室E（1B）8,北,,,OW1,10.8,WNDW1,3.24,無
4F,南ウイング病棟 病室S（1B）9,北,,,OW1,10.8,WNDW1,3.24,無
4F,南ウイング病棟 病室S（1B）10,北,,,OW1,10.8,WNDW1,3.24,無
4F,南ウイング病棟 病室S（1B）11,北,,,OW1,10.8,WNDW1,3.24,無
4F,南ウイング病棟 病室S（1B）12,北,,,OW1,10.8,WNDW1,3.24,無
4F,南ウイング病棟 病室E（1B）13,北,,,OW1,10.8,WNDW1,3.24,無
4F,南ウイング病棟 病室E（1B）14,北,,,OW1,10.8,WNDW1,3.24,無
4F,南ウイング病棟 病室E（1B）15,北,,,OW1,10.8,WNDW1,3.24,無
4F,南ウイング病棟 病室E（1B）16,北,,,OW1,10.8,WNDW1,3.24,無
4F,南ウイング病棟 観察室,北,,,OW1,12,WNDW1,3.6,無
4F,ST室S,北,,,OW1,9.6,WNDW1,2.88,無
5F,EVホール,北,,,OW1,18.66,WNDW1,5.598,無
5F,大会議室,北,,,OW1,36,WNDW1,10.8,無
5F,スカイラウンジ,北,,,OW1,78.36,WNDW1,23.508,無
5F,実習室,北,,,OW1,14.34,WNDW1,4.302,無
