様式 1. (共通条件) 室仕様入力シート,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
?,?,②,②,③,④,⑤,⑥,⑥,⑥,⑥,⑦
1F,ランドリー,病院等,レストラン,28.4,4.3,2.2,■,,,,
1F,霊安室,病院等,病室,13.2,4.3,2.5,■,,,,
1F,女子更衣室１,病院等,スタッフステーション,47,4.3,2.5,■,,,,
1F,女子更衣室２,病院等,スタッフステーション,37.6,4.3,2.5,■,,,,
1F,クリーンスタッフ更衣室,病院等,スタッフステーション,36,4.3,2.5,■,,,,
1F,一般老健 レクレーションコーナー,病院等,診察室,27,4.3,2.5,■,,,,
1F,一般老健 談話コーナー,病院等,診察室,28.5,4.3,2.7,■,,,,
1F,一般老健 検体検査室,病院等,診察室,48.1,4.3,2.5,■,,,,
1F,一般老健 診察室,病院等,診察室,8.8,4.3,2.5,■,,,,
1F,一般老健 廊下,病院等,廊下,386.9,4.3,2.5,■,,,,
1F,一般老健 食堂1,病院等,レストラン,52.5,4.3,2.7,■,,,,
1F,一般老健 食堂2,病院等,レストラン,52.5,4.3,2.7,■,,,,
1F,ボランティアルーム,病院等,スタッフステーション,21.5,4.3,2.5,■,,,,
1F,一般老健 特別浴室,病院等,診察室,45.5,4.3,2.5,■,,,,
1F,一般老健 機能訓練回復コーナー,病院等,診察室,52.1,4.3,2.5,■,,,,
1F,一般老健 サービスステーション,病院等,スタッフステーション,26.8,4.3,2.5,■,,,,
1F,看護師長室,病院等,スタッフステーション,21.2,4.3,2.5,■,,,,
1F,施設長室,病院等,スタッフステーション,18,4.3,2.5,■,,,,
1F,スタッフ控室,病院等,スタッフステーション,11.9,4.3,2.5,■,,,,
1F,一般老健 療養室（１人）1,病院等,病室,15,4.3,2.5,■,,,,
1F,一般老健 療養室（１人）2,病院等,病室,15,4.3,2.5,■,,,,
1F,一般老健 療養室（１人）3,病院等,病室,15,4.3,2.5,■,,,,
1F,一般老健 療養室（１人）4,病院等,病室,15,4.3,2.5,■,,,,
1F,一般老健 療養室（１人）5,病院等,病室,15,4.3,2.5,■,,,,
1F,一般老健 療養室（１人）6,病院等,病室,15,4.3,2.5,■,,,,
1F,一般老健 療養室（4人）1,病院等,病室,36,4.3,2.5,■,,,,
1F,一般老健 療養室（4人）2,病院等,病室,36,4.3,2.5,■,,,,
1F,一般老健 療養室（4人）3,病院等,病室,36,4.3,2.5,■,,,,
1F,一般老健 療養室（4人）4,病院等,病室,36,4.3,2.5,■,,,,
1F,一般老健 療養室（4人）5,病院等,病室,36,4.3,2.5,■,,,,
1F,一般老健 療養室（4人）6,病院等,病室,36,4.3,2.5,■,,,,
1F,一般老健 療養室（4人）7,病院等,病室,36,4.3,2.5,■,,,,
1F,一般老健 療養室（4人）8,病院等,病室,36,4.3,2.5,■,,,,
1F,痴呆症老健 療養室（2人）,病院等,病室,24,4.3,2.5,■,,,,
1F,痴呆症老健 デイコーナー1,病院等,診察室,27,4.3,2.7,■,,,,
1F,痴呆症老健 食堂1,病院等,レストラン,52.5,4.3,2.7,■,,,,
1F,痴呆症老健 食堂2,病院等,レストラン,52.5,4.3,2.7,■,,,,
1F,痴呆症老健 廊下,病院等,病室部廊下,398.1,4.3,2.5,■,,,,
1F,痴呆症老健 デイコーナー2,病院等,診察室,28.5,4.3,2.7,■,,,,
1F,痴呆症老健 デイコーナー3,病院等,診察室,21,4.3,2.7,■,,,,
1F,痴呆症老健 デイコーナー4,病院等,診察室,31.1,4.3,2.7,■,,,,
1F,痴呆症老健 サービスステーション,病院等,スタッフステーション,35.3,4.3,2.5,■,,,,
1F,スタッフ控室2,病院等,スタッフステーション,12.25,4.3,2.5,■,,,,
1F,家族相談室,病院等,スタッフステーション,8.75,4.3,2.5,■,,,,
1F,痴呆症老健 家族介護教室,病院等,診察室,33.6,4.3,2.5,■,,,,
1F,痴呆症老健 診察室,病院等,診察室,8.9,4.3,2.5,■,,,,
1F,痴呆症老健 療養室（１人）1,病院等,病室,15,4.3,2.5,■,,,,
1F,痴呆症老健 療養室（１人）2,病院等,病室,15,4.3,2.5,■,,,,
1F,痴呆症老健 療養室（１人）3,病院等,病室,15,4.3,2.5,■,,,,
1F,痴呆症老健 療養室（１人）4,病院等,病室,15,4.3,2.5,■,,,,
1F,痴呆症老健 療養室（１人）5,病院等,病室,15,4.3,2.5,■,,,,
1F,痴呆症老健 療養室（１人）6,病院等,病室,15,4.3,2.5,■,,,,
1F,痴呆症老健 療養室（4人）1,病院等,病室,36,4.3,2.5,■,,,,
1F,痴呆症老健 療養室（4人）2,病院等,病室,36,4.3,2.5,■,,,,
1F,痴呆症老健 療養室（4人）3,病院等,病室,36,4.3,2.5,■,,,,
1F,痴呆症老健 療養室（4人）4,病院等,病室,36,4.3,2.5,■,,,,
1F,痴呆症老健 療養室（4人）5,病院等,病室,36,4.3,2.5,■,,,,
1F,痴呆症老健 療養室（4人）6,病院等,病室,36,4.3,2.5,■,,,,
1F,痴呆症老健 療養室（4人）7,病院等,病室,36,4.3,2.5,■,,,,
1F,痴呆症老健 療養室（4人）8,病院等,病室,36,4.3,2.5,■,,,,
2F,リハビリ棟 リハビリセンター,病院等,診察室,440.8,3.8,2.7,■,,,,
2F,リハビリ棟 リハビリサロン,病院等,診察室,147.3,3.8,2.5,■,,,,
2F,リハビリ棟 廊下,病院等,廊下,105,3.8,2.5,■,,,,
2F,外来待合,病院等,診察室,42,3.8,2.5,■,,,,
2F,外来受付,病院等,事務室,10.5,3.8,2.5,■,,,,
2F,リハビリ棟 ST-1,病院等,診察室,16.1,3.8,2.5,■,,,,
2F,リハビリ棟 前室,病院等,廊下,25.3,3.8,2.5,■,,,,
2F,リハビリ棟 ST-2,病院等,診察室,10.5,3.8,2.5,■,,,,
2F,リハビリ棟 ST-3,病院等,診察室,10.5,3.8,2.5,■,,,,
2F,リハビリ棟 評価室1,病院等,診察室,10.5,3.8,2.5,■,,,,
2F,リハビリ棟 評価室2,病院等,診察室,10.5,3.8,2.5,■,,,,
2F,リハビリ棟 ADL,病院等,診察室,58.5,3.8,2.4,■,,,,
2F,リハビリ棟 スタッフルーム,病院等,スタッフステーション,65.8,3.8,2.5,■,,,,
2F,スタッフ控室,病院等,スタッフステーション,9,3.8,2.5,■,,,,
2F,監理棟 会議室1,病院等,事務室,45.8,3.8,2.5,■,,,,
2F,監理棟 会議室2,病院等,事務室,49.2,3.8,2.5,■,,,,
2F,ミーティング室1,病院等,事務室,17,3.8,2.5,■,,,,
2F,ミーティング室2,病院等,事務室,17,3.8,2.5,■,,,,
2F,小会議室,病院等,事務室,21,3.8,2.5,■,,,,
2F,理事長室,病院等,事務室,21,3.8,2.5,■,,,,
2F,監理棟 医局,病院等,事務室,57.3,3.8,2.5,■,,,,
2F,師長室,病院等,スタッフステーション,19.5,3.8,2.5,■,,,,
2F,看護師宿直室,病院等,スタッフステーション,16.5,3.8,2.5,■,,,,
2F,医師宿直室,病院等,スタッフステーション,15,3.8,2.5,■,,,,
2F,図書室,病院等,事務室,21,3.8,2.5,■,,,,
2F,院長室,病院等,事務室,17.4,3.8,2.5,■,,,,
2F,副院長室1,病院等,事務室,17.4,3.8,2.5,■,,,,
2F,副院長室2,病院等,事務室,17.4,3.8,2.5,■,,,,
2F,看護部長室,病院等,事務室,31.9,3.8,2.5,■,,,,
2F,北ウイング病棟 デイコーナー1,病院等,診察室,27,4.1,2.7,■,,,,
2F,北ウイング病棟 デイコーナー2,病院等,診察室,27,4.1,2.7,■,,,,
2F,北ウイング病棟 デイコーナー3,病院等,診察室,27,4.1,2.7,■,,,,
2F,多目的室N,病院等,診察室,21.6,4.1,2.5,■,,,,
2F,北ウイング病棟 個別浴室,病院等,診察室,36,4.1,2.5,■,,,,
2F,北ウイング病棟 廊下,病院等,病室部廊下,388.6,4.1,2.5,■,,,,
2F,北ウイング病棟 病室W（1B）1,病院等,病室,16.5,4.1,2.5,■,,,,
2F,北ウイング病棟 病室W（1B）2,病院等,病室,16.5,4.1,2.5,■,,,,
2F,北ウイング病棟 病室W（1B）3,病院等,病室,16.5,4.1,2.5,■,,,,
2F,北ウイング病棟 病室W（1B）4,病院等,病室,16.5,4.1,2.5,■,,,,
2F,北ウイング病棟 病室W（1B）5,病院等,病室,16.5,4.1,2.5,■,,,,
2F,北ウイング病棟 病室W（1B）6,病院等,病室,16.5,4.1,2.5,■,,,,
2F,北ウイング病棟 病室E（1B）7,病院等,病室,36,4.1,2.5,■,,,,
2F,北ウイング病棟 病室E（1B）8,病院等,病室,36,4.1,2.5,■,,,,
2F,北ウイング病棟 病室N（1B）9,病院等,病室,36,4.1,2.5,■,,,,
2F,北ウイング病棟 病室N（1B）10,病院等,病室,36,4.1,2.5,■,,,,
2F,北ウイング病棟 病室N（1B）11,病院等,病室,36,4.1,2.5,■,,,,
2F,北ウイング病棟 病室N（1B）12,病院等,病室,36,4.1,2.5,■,,,,
2F,北ウイング病棟 病室E（1B）13,病院等,病室,36,4.1,2.5,■,,,,
2F,北ウイング病棟 病室E（1B）14,病院等,病室,36,4.1,2.5,■,,,,
2F,北ウイング病棟 病室E（1B）15,病院等,病室,36,4.1,2.5,■,,,,
2F,北ウイング病棟 病室E（1B）16,病院等,病室,36,4.1,2.5,■,,,,
2F,北ウイング病棟 観察室,病院等,診察室,40,4.1,2.5,■,,,,
2F,ST室N,病院等,診察室,32,4.1,2.5,■,,,,
2F,北ウイング病棟 中央ステーション,病院等,スタッフステーション,92.7,4.1,2.5,■,,,,
2F,ホール,病院等,病室部廊下,100,4.1,2.5,■,,,,
2F,EVホール,病院等,病室部廊下,120.1,4.1,2.5,■,,,,
2F,食堂,病院等,レストラン,159,4.1,2.7,■,,,,
2F,パントリー,病院等,レストラン,54,4.1,2.5,■,,,,
2F,南ウイング病棟 デイコーナー1,病院等,診察室,27,4.1,2.7,■,,,,
2F,南ウイング病棟 デイコーナー2,病院等,診察室,27,4.1,2.7,■,,,,
2F,南ウイング病棟 デイコーナー3,病院等,診察室,27,4.1,2.7,■,,,,
2F,多目的室S,病院等,診察室,21.6,4.1,2.5,■,,,,
2F,南ウイング病棟 個別浴室,病院等,診察室,36,4.1,2.5,■,,,,
2F,南ウイング病棟 廊下,病院等,病室部廊下,388.6,4.1,2.5,■,,,,
2F,南ウイング病棟 病室W（1B）1,病院等,病室,16.5,4.1,2.5,■,,,,
2F,南ウイング病棟 病室W（1B）2,病院等,病室,16.5,4.1,2.5,■,,,,
2F,南ウイング病棟 病室W（1B）3,病院等,病室,16.5,4.1,2.5,■,,,,
2F,南ウイング病棟 病室W（1B）4,病院等,病室,16.5,4.1,2.5,■,,,,
2F,南ウイング病棟 病室W（1B）5,病院等,病室,16.5,4.1,2.5,■,,,,
2F,南ウイング病棟 病室W（1B）6,病院等,病室,16.5,4.1,2.5,■,,,,
2F,南ウイング病棟 病室E（1B）7,病院等,病室,36,4.1,2.5,■,,,,
2F,南ウイング病棟 病室E（1B）8,病院等,病室,36,4.1,2.5,■,,,,
2F,南ウイング病棟 病室S（1B）9,病院等,病室,36,4.1,2.5,■,,,,
2F,南ウイング病棟 病室S（1B）10,病院等,病室,36,4.1,2.5,■,,,,
2F,南ウイング病棟 病室S（1B）11,病院等,病室,36,4.1,2.5,■,,,,
2F,南ウイング病棟 病室S（1B）12,病院等,病室,36,4.1,2.5,■,,,,
2F,南ウイング病棟 病室E（1B）13,病院等,病室,36,4.1,2.5,■,,,,
2F,南ウイング病棟 病室E（1B）14,病院等,病室,36,4.1,2.5,■,,,,
2F,南ウイング病棟 病室E（1B）15,病院等,病室,36,4.1,2.5,■,,,,
2F,南ウイング病棟 病室E（1B）16,病院等,病室,36,4.1,2.5,■,,,,
2F,南ウイング病棟 観察室,病院等,診察室,40,4.1,2.5,■,,,,
2F,ST室S,病院等,診察室,32,4.1,2.5,■,,,,
3F,北ウイング病棟 デイコーナー1,病院等,診察室,27,4.1,2.7,■,,,,
3F,北ウイング病棟 デイコーナー2,病院等,診察室,27,4.1,2.7,■,,,,
3F,北ウイング病棟 デイコーナー3,病院等,診察室,27,4.1,2.7,■,,,,
3F,多目的室N,病院等,診察室,21.6,4.1,2.5,■,,,,
3F,北ウイング病棟 個別浴室,病院等,診察室,36,4.1,2.5,■,,,,
3F,北ウイング病棟 廊下,病院等,病室部廊下,388.6,4.1,2.5,■,,,,
3F,北ウイング病棟 病室W（1B）1,病院等,病室,16.5,4.1,2.5,■,,,,
3F,北ウイング病棟 病室W（1B）2,病院等,病室,16.5,4.1,2.5,■,,,,
3F,北ウイング病棟 病室W（1B）3,病院等,病室,16.5,4.1,2.5,■,,,,
3F,北ウイング病棟 病室W（1B）4,病院等,病室,16.5,4.1,2.5,■,,,,
3F,北ウイング病棟 病室W（1B）5,病院等,病室,16.5,4.1,2.5,■,,,,
3F,北ウイング病棟 病室W（1B）6,病院等,病室,16.5,4.1,2.5,■,,,,
3F,北ウイング病棟 病室E（1B）7,病院等,病室,36,4.1,2.5,■,,,,
3F,北ウイング病棟 病室E（1B）8,病院等,病室,36,4.1,2.5,■,,,,
3F,北ウイング病棟 病室N（1B）9,病院等,病室,36,4.1,2.5,■,,,,
3F,北ウイング病棟 病室N（1B）10,病院等,病室,36,4.1,2.5,■,,,,
3F,北ウイング病棟 病室N（1B）11,病院等,病室,36,4.1,2.5,■,,,,
3F,北ウイング病棟 病室N（1B）12,病院等,病室,36,4.1,2.5,■,,,,
3F,北ウイング病棟 病室E（1B）13,病院等,病室,36,4.1,2.5,■,,,,
3F,北ウイング病棟 病室E（1B）14,病院等,病室,36,4.1,2.5,■,,,,
3F,北ウイング病棟 病室E（1B）15,病院等,病室,36,4.1,2.5,■,,,,
3F,北ウイング病棟 病室E（1B）16,病院等,病室,36,4.1,2.5,■,,,,
3F,北ウイング病棟 観察室,病院等,診察室,40,4.1,2.5,■,,,,
3F,ST室N,病院等,診察室,32,4.1,2.5,■,,,,
3F,北ウイング病棟 中央ステーション,病院等,スタッフステーション,92.7,4.1,2.5,■,,,,
3F,ホール,病院等,病室部廊下,100,4.1,2.5,■,,,,
3F,EVホール,病院等,病室部廊下,120.1,4.1,2.5,■,,,,
3F,食堂,病院等,レストラン,159,4.1,2.7,■,,,,
3F,パントリー,病院等,レストラン,54,4.1,2.5,■,,,,
3F,南ウイング病棟 デイコーナー1,病院等,診察室,27,4.1,2.7,■,,,,
3F,南ウイング病棟 デイコーナー2,病院等,診察室,27,4.1,2.7,■,,,,
3F,南ウイング病棟 デイコーナー3,病院等,診察室,27,4.1,2.7,■,,,,
3F,多目的室S,病院等,診察室,21.6,4.1,2.5,■,,,,
3F,南ウイング病棟 個別浴室,病院等,診察室,36,4.1,2.5,■,,,,
3F,南ウイング病棟 廊下,病院等,病室部廊下,388.6,4.1,2.5,■,,,,
3F,南ウイング病棟 病室W（1B）1,病院等,病室,16.5,4.1,2.5,■,,,,
3F,南ウイング病棟 病室W（1B）2,病院等,病室,16.5,4.1,2.5,■,,,,
3F,南ウイング病棟 病室W（1B）3,病院等,病室,16.5,4.1,2.5,■,,,,
3F,南ウイング病棟 病室W（1B）4,病院等,病室,16.5,4.1,2.5,■,,,,
3F,南ウイング病棟 病室W（1B）5,病院等,病室,16.5,4.1,2.5,■,,,,
3F,南ウイング病棟 病室W（1B）6,病院等,病室,16.5,4.1,2.5,■,,,,
3F,南ウイング病棟 病室E（1B）7,病院等,病室,36,4.1,2.5,■,,,,
3F,南ウイング病棟 病室E（1B）8,病院等,病室,36,4.1,2.5,■,,,,
3F,南ウイング病棟 病室S（1B）9,病院等,病室,36,4.1,2.5,■,,,,
3F,南ウイング病棟 病室S（1B）10,病院等,病室,36,4.1,2.5,■,,,,
3F,南ウイング病棟 病室S（1B）11,病院等,病室,36,4.1,2.5,■,,,,
3F,南ウイング病棟 病室S（1B）12,病院等,病室,36,4.1,2.5,■,,,,
3F,南ウイング病棟 病室E（1B）13,病院等,病室,36,4.1,2.5,■,,,,
3F,南ウイング病棟 病室E（1B）14,病院等,病室,36,4.1,2.5,■,,,,
3F,南ウイング病棟 病室E（1B）15,病院等,病室,36,4.1,2.5,■,,,,
3F,南ウイング病棟 病室E（1B）16,病院等,病室,36,4.1,2.5,■,,,,
3F,南ウイング病棟 観察室,病院等,診察室,40,4.1,2.5,■,,,,
3F,ST室S,病院等,診察室,32,4.1,2.5,■,,,,
4F,北ウイング病棟 デイコーナー1,病院等,診察室,27,4.1,2.7,■,,,,
4F,北ウイング病棟 デイコーナー2,病院等,診察室,27,4.1,2.7,■,,,,
4F,北ウイング病棟 デイコーナー3,病院等,診察室,27,4.1,2.7,■,,,,
4F,多目的室N,病院等,診察室,21.6,4.1,2.5,■,,,,
4F,北ウイング病棟 個別浴室,病院等,診察室,36,4.1,2.5,■,,,,
4F,北ウイング病棟 廊下,病院等,病室部廊下,388.6,4.1,2.5,■,,,,
4F,北ウイング病棟 病室W（1B）1,病院等,病室,16.5,4.1,2.5,■,,,,
4F,北ウイング病棟 病室W（1B）2,病院等,病室,16.5,4.1,2.5,■,,,,
4F,北ウイング病棟 病室W（1B）3,病院等,病室,16.5,4.1,2.5,■,,,,
4F,北ウイング病棟 病室W（1B）4,病院等,病室,16.5,4.1,2.5,■,,,,
4F,北ウイング病棟 病室W（1B）5,病院等,病室,16.5,4.1,2.5,■,,,,
4F,北ウイング病棟 病室W（1B）6,病院等,病室,16.5,4.1,2.5,■,,,,
4F,北ウイング病棟 病室E（1B）7,病院等,病室,36,4.1,2.5,■,,,,
4F,北ウイング病棟 病室E（1B）8,病院等,病室,36,4.1,2.5,■,,,,
4F,北ウイング病棟 病室N（1B）9,病院等,病室,36,4.1,2.5,■,,,,
4F,北ウイング病棟 病室N（1B）10,病院等,病室,36,4.1,2.5,■,,,,
4F,北ウイング病棟 病室N（1B）11,病院等,病室,36,4.1,2.5,■,,,,
4F,北ウイング病棟 病室N（1B）12,病院等,病室,36,4.1,2.5,■,,,,
4F,北ウイング病棟 病室E（1B）13,病院等,病室,36,4.1,2.5,■,,,,
4F,北ウイング病棟 病室E（1B）14,病院等,病室,36,4.1,2.5,■,,,,
4F,北ウイング病棟 病室E（1B）15,病院等,病室,36,4.1,2.5,■,,,,
4F,北ウイング病棟 病室E（1B）16,病院等,病室,36,4.1,2.5,■,,,,
4F,北ウイング病棟 観察室,病院等,診察室,40,4.1,2.5,■,,,,
4F,ST室N,病院等,診察室,32,4.1,2.5,■,,,,
4F,北ウイング病棟 中央ステーション,病院等,スタッフステーション,92.7,4.1,2.5,■,,,,
4F,ホール,病院等,病室部廊下,100,4.1,2.5,■,,,,
4F,EVホール,病院等,病室部廊下,120.1,4.1,2.5,■,,,,
4F,食堂,病院等,レストラン,159,4.1,2.7,■,,,,
4F,パントリー,病院等,レストラン,54,4.1,2.5,■,,,,
4F,南ウイング病棟 デイコーナー1,病院等,診察室,27,4.1,2.7,■,,,,
4F,南ウイング病棟 デイコーナー2,病院等,診察室,27,4.1,2.7,■,,,,
4F,南ウイング病棟 デイコーナー3,病院等,診察室,27,4.1,2.7,■,,,,
4F,多目的室S,病院等,診察室,21.6,4.1,2.5,■,,,,
4F,南ウイング病棟 個別浴室,病院等,診察室,36,4.1,2.5,■,,,,
4F,南ウイング病棟 廊下,病院等,病室部廊下,388.6,4.1,2.5,■,,,,
4F,南ウイング病棟 病室W（1B）1,病院等,病室,16.5,4.1,2.5,■,,,,
4F,南ウイング病棟 病室W（1B）2,病院等,病室,16.5,4.1,2.5,■,,,,
4F,南ウイング病棟 病室W（1B）3,病院等,病室,16.5,4.1,2.5,■,,,,
4F,南ウイング病棟 病室W（1B）4,病院等,病室,16.5,4.1,2.5,■,,,,
4F,南ウイング病棟 病室W（1B）5,病院等,病室,16.5,4.1,2.5,■,,,,
4F,南ウイング病棟 病室W（1B）6,病院等,病室,16.5,4.1,2.5,■,,,,
4F,南ウイング病棟 病室E（1B）7,病院等,病室,36,4.1,2.5,■,,,,
4F,南ウイング病棟 病室E（1B）8,病院等,病室,36,4.1,2.5,■,,,,
4F,南ウイング病棟 病室S（1B）9,病院等,病室,36,4.1,2.5,■,,,,
4F,南ウイング病棟 病室S（1B）10,病院等,病室,36,4.1,2.5,■,,,,
4F,南ウイング病棟 病室S（1B）11,病院等,病室,36,4.1,2.5,■,,,,
4F,南ウイング病棟 病室S（1B）12,病院等,病室,36,4.1,2.5,■,,,,
4F,南ウイング病棟 病室E（1B）13,病院等,病室,36,4.1,2.5,■,,,,
4F,南ウイング病棟 病室E（1B）14,病院等,病室,36,4.1,2.5,■,,,,
4F,南ウイング病棟 病室E（1B）15,病院等,病室,36,4.1,2.5,■,,,,
4F,南ウイング病棟 病室E（1B）16,病院等,病室,36,4.1,2.5,■,,,,
4F,南ウイング病棟 観察室,病院等,診察室,40,4.1,2.5,■,,,,
4F,ST室S,病院等,診察室,32,4.1,2.5,■,,,,
5F,EVホール,病院等,病室部廊下,62.2,5,2.5,■,,,,
5F,大会議室,病院等,事務室,120,5,2.5,■,,,,
5F,スカイラウンジ,病院等,レストラン,261.2,5,3.3,■,,,,
5F,実習室,病院等,事務室,47.8,5,2.5,■,,,,
