様式 5. (照明)照明入力シート,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
①,①,①,①,①,①,①,室指数,,,計画照明器具仕様,,,,制御による補正,,,,,
1F,機械室2,事務所等,機械室,25.2,4,4,3.6 ,7.0 ,,直付富士型,FSS9-321,48,2,無,無,無,無,無,無
1F,階段室S,事務所等,廊下,22.4,4,4,3.2 ,7.0 ,,階段通路誘導灯,K1-FBF15-321,48,2,無,無,無,無,無,無
1F,風除室,事務所等,廊下,15.4,4,3,4.4 ,3.5 ,,ダウンライト,FRS23-H421,48,6,無,消灯,無,無,無,無
2F,2F会議室I-N,事務所等,会議室,323.9,4,2.6,22.1 ,15.4 ,,埋込下面ルーバー（システム天井用）,FRS28L5-P452,94,96,無,無,有,両側採光かつブラインド自動制御なし,無,無
,,,,,,,,,,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,12,無,無,有,両側採光かつブラインド自動制御なし,無,無
2F,2F会議室I-S,事務所等,会議室,213.7,4,2.6,14.9 ,15.4 ,,埋込下面ルーバー（システム天井用）,FRS28L5-P452,94,64,無,無,有,両側採光かつブラインド自動制御なし,無,無
,,,,,,,,,,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,8,無,無,有,両側採光かつブラインド自動制御なし,無,無
2F,2F会議室P-N,事務所等,会議室,48.1,4,2.6,,,0.8,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,12,無,無,有,両側採光かつブラインド自動制御なし,無,無
2F,2F会議室P-S,事務所等,会議室,37.3,4,2.6,,,0.7,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,8,無,無,有,両側採光かつブラインド自動制御なし,無,無
2F,2FEVホール,事務所等,廊下,37.4,4,2.4,11.0 ,3.4 ,,ダウンライト,FRS23-H421,48,12,無,消灯,無,無,無,無
2F,廊下,事務所等,廊下,88.6,4,2.4,,,0.7,ダウンライト,FRS23-H421,48,25,無,消灯,無,無,無,無
2F,階段室Ｎ,事務所等,廊下,22.4,4,4,3.2 ,7.0 ,,階段通路誘導灯,K1-FBF15-321,48,2,無,無,無,無,無,無
2F,乗降ロビー,事務所等,廊下,11.2,4,2.4,2.6 ,4.3 ,,階段通路誘導灯,K1-FBF15-321,48,1,無,無,無,無,無,無
2F,DS1,事務所等,機械室,3.6,4,4,3.6 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
2F,DS2,事務所等,機械室,1.8,4,4,1.8 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
2F,機械室1,事務所等,機械室,22.4,4,3.8,3.2 ,7.0 ,,直付富士型,FSS9-321,48,2,無,無,無,無,無,無
2F,PS1,事務所等,機械室,3.4,4,4,2.8 ,1.2 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
2F,男子便所,事務所等,便所,16.2,4,2.4,2.8 ,5.8 ,,ダウンライト,FRS23-H421,48,6,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
2F,EPS,事務所等,機械室,6.1,4,4,6.1 ,1.0 ,,直付富士型,FSS9-161,22,2,無,無,無,無,無,無
2F,アラーム弁室,事務所等,機械室,1.9,4,4,1.9 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
2F,PS2,事務所等,機械室,3.4,4,4,2.8 ,1.2 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
2F,女子便所,事務所等,便所,16.2,4,2.4,2.8 ,5.8 ,,ダウンライト,FRS23-H421,48,6,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
2F,多目的便所,事務所等,便所,4,4,2.4,2.0 ,2.0 ,,ダウンライト,FRS23-H421,48,2,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
2F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,2.2 ,3.2 ,,埋込下面開放,FRS15-322,95,1,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
2F,倉庫,事務所等,湯沸室等,6.6,4,2.4,,,0.3,直付富士型,FSS9-322,95,1,無,無,無,無,無,無
2F,機械室2,事務所等,機械室,25.2,4,4,3.6 ,7.0 ,,直付富士型,FSS9-321,48,2,無,無,無,無,無,無
2F,階段室S,事務所等,廊下,22.4,4,4,3.2 ,7.0 ,,階段通路誘導灯,K1-FBF15-321,48,2,無,無,無,無,無,無
3F,3F事務室I-N,事務所等,事務室,323.9,4,2.6,22.1 ,15.4 ,,埋込下面ルーバー（システム天井用）,FRS28L5-P452,94,96,無,無,有,両側採光かつブラインド自動制御なし,無,無
,,,,,,,,,,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,12,無,無,有,両側採光かつブラインド自動制御なし,無,無
3F,3F事務室I-S,事務所等,事務室,213.7,4,2.6,14.9 ,15.4 ,,埋込下面ルーバー（システム天井用）,FRS28L5-P452,94,64,無,無,有,両側採光かつブラインド自動制御なし,無,無
,,,,,,,,,,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,8,無,無,有,両側採光かつブラインド自動制御なし,無,無
3F,3F事務室P-N,事務所等,事務室,48.1,4,2.6,,,0.8,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,12,無,無,有,両側採光かつブラインド自動制御なし,無,無
3F,3F事務室P-S,事務所等,事務室,37.3,4,2.6,,,0.7,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,8,無,無,有,両側採光かつブラインド自動制御なし,無,無
3F,3FEVホール,事務所等,廊下,37.4,4,2.4,11.0 ,3.4 ,,ダウンライト,FRS23-H421,48,12,無,消灯,無,無,無,無
3F,廊下,事務所等,廊下,88.6,4,2.4,,,0.7,ダウンライト,FRS23-H421,48,25,無,消灯,無,無,無,無
3F,階段室Ｎ,事務所等,廊下,22.4,4,4,3.2 ,7.0 ,,階段通路誘導灯,K1-FBF15-321,48,2,無,無,無,無,無,無
3F,乗降ロビー,事務所等,廊下,11.2,4,2.4,2.6 ,4.3 ,,階段通路誘導灯,K1-FBF15-321,48,1,無,無,無,無,無,無
3F,DS1,事務所等,機械室,3.6,4,4,3.6 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
3F,DS2,事務所等,機械室,1.8,4,4,1.8 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
3F,機械室1,事務所等,機械室,22.4,4,4,3.2 ,7.0 ,,直付富士型,FSS9-321,48,2,無,無,無,無,無,無
3F,PS1,事務所等,機械室,3.4,4,4,2.8 ,1.2 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
3F,男子便所,事務所等,便所,16.2,4,2.4,2.8 ,5.8 ,,ダウンライト,FRS23-H421,48,6,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
3F,EPS,事務所等,機械室,6.1,4,4,6.1 ,1.0 ,,直付富士型,FSS9-161,22,2,無,無,無,無,無,無
3F,アラーム弁室,事務所等,機械室,1.9,4,4,1.9 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
3F,PS2,事務所等,機械室,3.4,4,4,2.8 ,1.2 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
3F,女子便所,事務所等,便所,16.2,4,2.4,2.8 ,5.8 ,,ダウンライト,FRS23-H421,48,6,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
3F,多目的便所,事務所等,便所,4,4,2.4,2.0 ,2.0 ,,ダウンライト,FRS23-H421,48,2,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
3F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,2.2 ,3.2 ,,埋込下面開放,FRS15-322,95,1,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
3F,倉庫,事務所等,湯沸室等,6.6,4,2.4,,,0.3,直付富士型,FSS9-322,95,1,無,無,無,無,無,無
3F,機械室2,事務所等,機械室,25.2,4,4,3.6 ,7.0 ,,直付富士型,FSS9-321,48,2,無,無,無,無,無,無
3F,階段室S,事務所等,廊下,22.4,4,4,3.2 ,7.0 ,,階段通路誘導灯,K1-FBF15-321,48,2,無,無,無,無,無,無
4F,4F事務室I-N,事務所等,事務室,323.9,4,2.6,22.1 ,15.4 ,,埋込下面ルーバー（システム天井用）,FRS28L5-P452,94,96,無,無,有,両側採光かつブラインド自動制御なし,無,無
,,,,,,,,,,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,12,無,無,有,両側採光かつブラインド自動制御なし,無,無
4F,4F事務室I-S,事務所等,事務室,213.7,4,2.6,14.9 ,15.4 ,,埋込下面ルーバー（システム天井用）,FRS28L5-P452,94,64,無,無,有,両側採光かつブラインド自動制御なし,無,無
,,,,,,,,,,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,8,無,無,有,両側採光かつブラインド自動制御なし,無,無
4F,4F事務室P-N,事務所等,事務室,48.1,4,2.6,,,0.8,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,12,無,無,有,両側採光かつブラインド自動制御なし,無,無
4F,4F事務室P-S,事務所等,事務室,37.3,4,2.6,,,0.7,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,8,無,無,有,両側採光かつブラインド自動制御なし,無,無
4F,4FEVホール,事務所等,廊下,37.4,4,2.4,11.0 ,3.4 ,,ダウンライト,FRS23-H421,48,12,無,消灯,無,無,無,無
4F,廊下,事務所等,廊下,88.6,4,2.4,,,0.7,ダウンライト,FRS23-H421,48,25,無,消灯,無,無,無,無
4F,階段室Ｎ,事務所等,廊下,22.4,4,4,3.2 ,7.0 ,,階段通路誘導灯,K1-FBF15-321,48,2,無,無,無,無,無,無
4F,乗降ロビー,事務所等,廊下,11.2,4,2.4,2.6 ,4.3 ,,階段通路誘導灯,K1-FBF15-321,48,1,無,無,無,無,無,無
4F,DS1,事務所等,機械室,3.6,4,4,3.6 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
4F,DS2,事務所等,機械室,1.8,4,4,1.8 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
4F,機械室1,事務所等,機械室,22.4,4,4,3.2 ,7.0 ,,直付富士型,FSS9-321,48,2,無,無,無,無,無,無
4F,PS1,事務所等,機械室,3.4,4,4,2.8 ,1.2 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
4F,男子便所,事務所等,便所,16.2,4,2.4,2.8 ,5.8 ,,ダウンライト,FRS23-H421,48,6,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
4F,EPS,事務所等,機械室,6.1,4,4,6.1 ,1.0 ,,直付富士型,FSS9-161,22,2,無,無,無,無,無,無
4F,アラーム弁室,事務所等,機械室,1.9,4,4,1.9 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
4F,PS2,事務所等,機械室,3.4,4,4,2.8 ,1.2 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
4F,女子便所,事務所等,便所,16.2,4,2.4,2.8 ,5.8 ,,ダウンライト,FRS23-H421,48,6,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
4F,多目的便所,事務所等,便所,4,4,2.4,2.0 ,2.0 ,,ダウンライト,FRS23-H421,48,2,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
4F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,2.2 ,3.2 ,,埋込下面開放,FRS15-322,95,1,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
4F,倉庫,事務所等,湯沸室等,6.6,4,2.4,,,0.3,直付富士型,FSS9-322,95,1,無,無,無,無,無,無
4F,機械室2,事務所等,機械室,25.2,4,4,3.6 ,7.0 ,,直付富士型,FSS9-321,48,2,無,無,無,無,無,無
4F,階段室S,事務所等,廊下,22.4,4,4,3.2 ,7.0 ,,階段通路誘導灯,K1-FBF15-321,48,2,無,無,無,無,無,無
5F,5F事務室I-N,事務所等,事務室,323.9,4,2.6,22.1 ,15.4 ,,埋込下面ルーバー（システム天井用）,FRS28L5-P452,94,96,無,無,有,両側採光かつブラインド自動制御なし,無,無
,,,,,,,,,,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,12,無,無,有,両側採光かつブラインド自動制御なし,無,無
5F,5F事務室I-S,事務所等,事務室,213.7,4,2.6,14.9 ,15.4 ,,埋込下面ルーバー（システム天井用）,FRS28L5-P452,94,64,無,無,有,両側採光かつブラインド自動制御なし,無,無
,,,,,,,,,,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,8,無,無,有,両側採光かつブラインド自動制御なし,無,無
5F,5F事務室P-N,事務所等,事務室,48.1,4,2.6,,,0.8,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,12,無,無,有,両側採光かつブラインド自動制御なし,無,無
5F,5F事務室P-S,事務所等,事務室,37.3,4,2.6,,,0.7,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,8,無,無,有,両側採光かつブラインド自動制御なし,無,無
5F,5FEVホール,事務所等,廊下,37.4,4,2.4,11.0 ,3.4 ,,ダウンライト,FRS23-H421,48,12,無,消灯,無,無,無,無
5F,廊下,事務所等,廊下,88.6,4,2.4,,,0.7,ダウンライト,FRS23-H421,48,25,無,消灯,無,無,無,無
5F,階段室N,事務所等,廊下,22.4,4,4,3.2 ,7.0 ,,階段通路誘導灯,K1-FBF15-321,48,2,無,無,無,無,無,無
5F,乗降ロビー,事務所等,廊下,11.2,4,2.4,2.6 ,4.3 ,,階段通路誘導灯,K1-FBF15-321,48,1,無,無,無,無,無,無
5F,DS1,事務所等,機械室,3.6,4,4,3.6 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
5F,DS2,事務所等,機械室,1.8,4,4,1.8 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
5F,機械室1,事務所等,機械室,22.4,4,4,3.2 ,7.0 ,,直付富士型,FSS9-321,48,2,無,無,無,無,無,無
5F,PS1,事務所等,機械室,3.4,4,4,2.8 ,1.2 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
5F,男子便所,事務所等,便所,16.2,4,2.4,2.8 ,5.8 ,,ダウンライト,FRS23-H421,48,6,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
5F,EPS,事務所等,機械室,6.1,4,4,6.1 ,1.0 ,,直付富士型,FSS9-161,22,2,無,無,無,無,無,無
5F,アラーム弁室,事務所等,機械室,1.9,4,4,1.9 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
5F,PS2,事務所等,機械室,3.4,4,4,2.8 ,1.2 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
5F,女子便所,事務所等,便所,16.2,4,2.4,2.8 ,5.8 ,,ダウンライト,FRS23-H421,48,6,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
5F,多目的便所,事務所等,便所,4,4,2.4,2.0 ,2.0 ,,ダウンライト,FRS23-H421,48,2,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
5F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,2.2 ,3.2 ,,埋込下面開放,FRS15-322,95,1,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
5F,倉庫,事務所等,湯沸室等,6.6,4,2.4,,,0.3,直付富士型,FSS9-322,95,1,無,無,無,無,無,無
5F,機械室2,事務所等,機械室,25.2,4,4,3.6 ,7.0 ,,直付富士型,FSS9-321,48,2,無,無,無,無,無,無
5F,階段室S,事務所等,廊下,22.4,4,4,3.2 ,7.0 ,,階段通路誘導灯,K1-FBF15-321,48,2,無,無,無,無,無,無
6F,6F事務室I-N,事務所等,事務室,323.9,4,2.6,22.1 ,15.4 ,,埋込下面ルーバー（システム天井用）,FRS28L5-P452,94,96,無,無,有,両側採光かつブラインド自動制御なし,無,無
,,,,,,,,,,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,12,無,無,有,両側採光かつブラインド自動制御なし,無,無
6F,6F事務室I-S,事務所等,事務室,213.7,4,2.6,14.9 ,15.4 ,,埋込下面ルーバー（システム天井用）,FRS28L5-P452,94,64,無,無,有,両側採光かつブラインド自動制御なし,無,無
,,,,,,,,,,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,8,無,無,有,両側採光かつブラインド自動制御なし,無,無
6F,6F事務室P-N,事務所等,事務室,48.1,4,2.6,,,0.8,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,12,無,無,有,両側採光かつブラインド自動制御なし,無,無
6F,6F事務室P-S,事務所等,事務室,37.3,4,2.6,,,0.7,埋込下面ルーバー（システム天井用）,FRS28L5-P451,47,8,無,無,有,両側採光かつブラインド自動制御なし,無,無
6F,6FEVホール,事務所等,廊下,37.4,4,2.4,11.0 ,3.4 ,,ダウンライト,FRS23-H421,48,12,無,消灯,無,無,無,無
6F,廊下,事務所等,廊下,88.6,4,2.4,,,0.7,ダウンライト,FRS23-H421,48,25,無,消灯,無,無,無,無
6F,階段室Ｎ,事務所等,廊下,22.4,4,4,3.2 ,7.0 ,,階段通路誘導灯,K1-FBF15-321,48,2,無,無,無,無,無,無
6F,乗降ロビー,事務所等,廊下,11.2,4,2.4,2.6 ,4.3 ,,階段通路誘導灯,K1-FBF15-321,48,1,無,無,無,無,無,無
6F,DS1,事務所等,機械室,3.6,4,4,3.6 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
6F,DS2,事務所等,機械室,1.8,4,4,1.8 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
6F,機械室1,事務所等,機械室,22.4,4,4,3.2 ,7.0 ,,直付富士型,FSS9-321,48,2,無,無,無,無,無,無
6F,PS1,事務所等,機械室,3.4,4,4,2.8 ,1.2 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
6F,男子便所,事務所等,便所,16.2,4,2.4,2.8 ,5.8 ,,ダウンライト,FRS23-H421,48,6,無,無,無,無,無,無
,,,,,,,,,,ブラケット,FBF7RP-321,22,1,無,無,無,無,無,無
6F,EPS,事務所等,機械室,6.1,4,4,6.1 ,1.0 ,,直付富士型,FSS9-161,22,2,無,無,無,無,無,無
6F,アラーム弁室,事務所等,機械室,1.9,4,4,1.9 ,1.0 ,,直付富士型,FSS9-161,22,1,無,無,無,無,無,無
