様式 5. (照明)照明入力シート,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
①,①,①,①,①,①,①,室指数,,,計画照明器具仕様,,,,制御による補正,,,,,
2F,倉庫2,事務所等,更衣室,6.6,4,2.4,,,0.318269230769231,直付富士型,,95,1,,,,,,
2F,機械室2,事務所等,機械室,25.2,4,4,3.6,7,,直付富士型,,48,2,,,,,,
2F,階段室S,事務所等,廊下,22.4,4,4,3.2,7,,,,179.2,1,,,,,,
3F,3F事務室,事務所等,事務室,623,4,2.6,37,17,,埋込下面ルーバー,,94,120,6.4m角点滅,減光,明るさセンサー,両側採光、ブラインド自動制御あり,,
3F,3FEVホール,事務所等,ロビー,37.4,4,2.4,11,3.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,,
3F,廊下,事務所等,廊下,88.6,4,2.4,,,0.696451204055767,ﾀﾞｳﾝﾗｲﾄ,,48,25,,減光,,,,
3F,階段室N,事務所等,廊下,22.4,4,4,3.2,7,,,,179.2,1,,,,,,
3F,乗降ロビー,事務所等,ロビー,11.2,4,2.4,2.6,4.3,,,,123.2,1,,,,,,
3F,DS,事務所等,機械室,7,4,4,1,7,,直付富士型,,22,2,,,,,,
3F,機械室1,事務所等,機械室,22.4,4,4,3.2,7,,直付富士型,,48,2,,,,,,
3F,PS1,事務所等,機械室,3.4,4,4,1.2,2.8,,直付富士型,,22,1,,,,,,
3F,男子便所,事務所等,便所,16.2,4,2.4,2.8,5.8,,ﾀﾞｳﾝﾗｲﾄ,,48,6,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
3F,EPS,事務所等,電気室,6.1,4,4,6.1,1,,直付富士型,,22,2,,,,,,
3F,アラーム弁室,事務所等,機械室,1.9,4,4,1.9,1,,直付富士型,,22,1,,,,,,
3F,PS2,事務所等,機械室,3.4,4,4,1.2,2.8,,直付富士型,,22,1,,,,,,
3F,女子便所,事務所等,便所,16.2,4,2.4,2.8,5.8,,ﾀﾞｳﾝﾗｲﾄ,,48,6,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
3F,多目的便所,事務所等,便所,4,4,2.4,2,2,,ﾀﾞｳﾝﾗｲﾄ,,48,2,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
3F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,2.2,3.2,,直付富士型,,48,1,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
3F,倉庫2,事務所等,更衣室,6.6,4,2.4,,,0.318269230769231,直付富士型,,95,1,,,,,,
3F,機械室2,事務所等,機械室,25.2,4,4,3.6,7,,直付富士型,,48,2,,,,,,
3F,階段室S,事務所等,廊下,22.4,4,4,3.2,7,,,,179.2,1,,,,,,
4F,4F事務室,事務所等,事務室,623,4,2.6,37,17,,埋込下面ルーバー,,94,120,6.4m角点滅,減光,明るさセンサー,両側採光、ブラインド自動制御あり,,
4F,4FEVホール,事務所等,ロビー,37.4,4,2.4,11,3.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,,
4F,廊下,事務所等,廊下,88.6,4,2.4,,,0.696451204055767,ﾀﾞｳﾝﾗｲﾄ,,48,25,,減光,,,,
4F,階段室N,事務所等,廊下,22.4,4,4,3.2,7,,,,179.2,1,,,,,,
4F,乗降ロビー,事務所等,ロビー,11.2,4,2.4,2.6,4.3,,,,123.2,1,,,,,,
4F,DS,事務所等,機械室,7,4,4,1,7,,直付富士型,,22,2,,,,,,
4F,機械室1,事務所等,機械室,22.4,4,4,3.2,7,,直付富士型,,48,2,,,,,,
4F,PS1,事務所等,機械室,3.4,4,4,1.2,2.8,,直付富士型,,22,1,,,,,,
4F,男子便所,事務所等,便所,16.2,4,2.4,2.8,5.8,,ﾀﾞｳﾝﾗｲﾄ,,48,6,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
4F,EPS,事務所等,電気室,6.1,4,4,6.1,1,,直付富士型,,22,2,,,,,,
4F,アラーム弁室,事務所等,機械室,1.9,4,4,1.9,1,,直付富士型,,22,1,,,,,,
4F,PS2,事務所等,機械室,3.4,4,4,1.2,2.8,,直付富士型,,22,1,,,,,,
4F,女子便所,事務所等,便所,16.2,4,2.4,2.8,5.8,,ﾀﾞｳﾝﾗｲﾄ,,48,6,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
4F,多目的便所,事務所等,便所,4,4,2.4,2,2,,ﾀﾞｳﾝﾗｲﾄ,,48,2,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
4F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,2.2,3.2,,直付富士型,,48,1,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
4F,倉庫2,事務所等,更衣室,6.6,4,2.4,,,0.318269230769231,直付富士型,,95,1,,,,,,
4F,機械室2,事務所等,機械室,25.2,4,4,3.6,7,,直付富士型,,48,2,,,,,,
4F,階段室S,事務所等,廊下,22.4,4,4,3.2,7,,,,179.2,1,,,,,,
5F,5F事務室,事務所等,事務室,623,4,2.6,37,17,,埋込下面ルーバー,,94,120,6.4m角点滅,減光,明るさセンサー,両側採光、ブラインド自動制御あり,,
5F,5FEVホール,事務所等,ロビー,37.4,4,2.4,11,3.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,,
5F,廊下,事務所等,廊下,88.6,4,2.4,,,0.696451204055767,ﾀﾞｳﾝﾗｲﾄ,,48,25,,減光,,,,
5F,階段室N,事務所等,廊下,22.4,4,4,3.2,7,,,,179.2,1,,,,,,
5F,乗降ロビー,事務所等,ロビー,11.2,4,2.4,2.6,4.3,,,,123.2,1,,,,,,
5F,DS,事務所等,機械室,7,4,4,1,7,,直付富士型,,22,2,,,,,,
5F,機械室1,事務所等,機械室,22.4,4,4,3.2,7,,直付富士型,,48,2,,,,,,
5F,PS1,事務所等,機械室,3.4,4,4,1.2,2.8,,直付富士型,,22,1,,,,,,
5F,男子便所,事務所等,便所,16.2,4,2.4,2.8,5.8,,ﾀﾞｳﾝﾗｲﾄ,,48,6,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
5F,EPS,事務所等,電気室,6.1,4,4,6.1,1,,直付富士型,,22,2,,,,,,
5F,アラーム弁室,事務所等,機械室,1.9,4,4,1.9,1,,直付富士型,,22,1,,,,,,
5F,PS2,事務所等,機械室,3.4,4,4,1.2,2.8,,直付富士型,,22,1,,,,,,
5F,女子便所,事務所等,便所,16.2,4,2.4,2.8,5.8,,ﾀﾞｳﾝﾗｲﾄ,,48,6,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
5F,多目的便所,事務所等,便所,4,4,2.4,2,2,,ﾀﾞｳﾝﾗｲﾄ,,48,2,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
5F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,2.2,3.2,,直付富士型,,48,1,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
5F,倉庫2,事務所等,更衣室,6.6,4,2.4,,,0.318269230769231,直付富士型,,95,1,,,,,,
5F,機械室2,事務所等,機械室,25.2,4,4,3.6,7,,直付富士型,,48,2,,,,,,
5F,階段室S,事務所等,廊下,22.4,4,4,3.2,7,,,,179.2,1,,,,,,
6F,6F事務室,事務所等,事務室,623,4,2.6,37,17,,埋込下面ルーバー,,94,120,6.4m角点滅,減光,明るさセンサー,両側採光、ブラインド自動制御あり,,
6F,6FEVホール,事務所等,ロビー,37.4,4,2.4,11,3.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,,
6F,廊下,事務所等,廊下,88.6,4,2.4,,,0.696451204055767,ﾀﾞｳﾝﾗｲﾄ,,48,25,,減光,,,,
6F,階段室N,事務所等,廊下,22.4,4,4,3.2,7,,,,179.2,1,,,,,,
6F,乗降ロビー,事務所等,ロビー,11.2,4,2.4,2.6,4.3,,,,123.2,1,,,,,,
6F,DS,事務所等,機械室,7,4,4,1,7,,直付富士型,,22,2,,,,,,
6F,機械室1,事務所等,機械室,22.4,4,4,3.2,7,,直付富士型,,48,2,,,,,,
6F,PS1,事務所等,機械室,3.4,4,4,1.2,2.8,,直付富士型,,22,1,,,,,,
6F,男子便所,事務所等,便所,16.2,4,2.4,2.8,5.8,,ﾀﾞｳﾝﾗｲﾄ,,48,6,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
6F,EPS,事務所等,電気室,6.1,4,4,6.1,1,,直付富士型,,22,2,,,,,,
6F,アラーム弁室,事務所等,機械室,1.9,4,4,1.9,1,,直付富士型,,22,1,,,,,,
6F,PS2,事務所等,機械室,3.4,4,4,1.2,2.8,,直付富士型,,22,1,,,,,,
6F,女子便所,事務所等,便所,16.2,4,2.4,2.8,5.8,,ﾀﾞｳﾝﾗｲﾄ,,48,6,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
6F,多目的便所,事務所等,便所,4,4,2.4,2,2,,ﾀﾞｳﾝﾗｲﾄ,,48,2,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
6F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,2.2,3.2,,直付富士型,,48,1,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
6F,倉庫2,事務所等,更衣室,6.6,4,2.4,,,0.318269230769231,直付富士型,,95,1,,,,,,
6F,機械室2,事務所等,機械室,25.2,4,4,3.6,7,,直付富士型,,48,2,,,,,,
6F,階段室S,事務所等,廊下,22.4,4,4,3.2,7,,,,179.2,1,,,,,,
7F,7F事務室,事務所等,事務室,623,4,2.6,37,17,,埋込下面ルーバー,,94,120,6.4m角点滅,減光,明るさセンサー,両側採光、ブラインド自動制御あり,,
7F,7FEVホール,事務所等,ロビー,37.4,4,2.4,11,3.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,,
7F,廊下,事務所等,廊下,88.6,4,2.4,,,0.696451204055767,ﾀﾞｳﾝﾗｲﾄ,,48,25,,減光,,,,
7F,階段室N,事務所等,廊下,22.4,4,4,3.2,7,,,,179.2,1,,,,,,
7F,乗降ロビー,事務所等,ロビー,11.2,4,2.4,2.6,4.3,,,,123.2,1,,,,,,
7F,DS,事務所等,機械室,7,4,4,1,7,,直付富士型,,22,2,,,,,,
7F,機械室1,事務所等,機械室,22.4,4,3.8,3.2,7,,直付富士型,,48,2,,,,,,
7F,PS1,事務所等,機械室,3.4,4,4,1.2,2.8,,直付富士型,,22,1,,,,,,
7F,男子便所,事務所等,便所,16.2,4,2.4,2.8,5.8,,ﾀﾞｳﾝﾗｲﾄ,,48,6,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
7F,EPS,事務所等,電気室,6.1,4,4,6.1,1,,直付富士型,,22,2,,,,,,
7F,アラーム弁室,事務所等,機械室,1.9,4,4,1.9,1,,直付富士型,,22,1,,,,,,
7F,PS2,事務所等,機械室,3.4,4,4,1.2,2.8,,直付富士型,,22,1,,,,,,
7F,女子便所,事務所等,便所,16.2,4,2.4,2.8,5.8,,ﾀﾞｳﾝﾗｲﾄ,,48,6,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
7F,多目的便所,事務所等,便所,4,4,2.4,2,2,,ﾀﾞｳﾝﾗｲﾄ,,48,2,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
7F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,2.2,3.2,,直付富士型,,48,1,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
7F,倉庫2,事務所等,更衣室,6.6,4,2.4,,,0.318269230769231,直付富士型,,95,1,,,,,,
7F,機械室2,事務所等,機械室,25.2,4,4,3.6,7,,直付富士型,,48,2,,,,,,
7F,階段室S,事務所等,廊下,22.4,4,4,3.2,7,,,,179.2,1,,,,,,
8F,8F事務室,事務所等,事務室,495.1,4,2.6,29.3,17,,埋込下面ルーバー,,94,96,6.4m角点滅,減光,明るさセンサー,両側採光、ブラインド自動制御あり,,
8F,セミナールーム,事務所等,会議室,127.9,4,2.6,7.7,17,,埋込下面ルーバー,,94,24,6.4m角点滅,減光,明るさセンサー,両側採光、ブラインド自動制御あり,,
8F,8FEVホール,事務所等,ロビー,37.4,4,2.4,11,3.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,,
8F,廊下,事務所等,廊下,88.6,4,2.4,,,0.696451204055767,ﾀﾞｳﾝﾗｲﾄ,,48,25,,減光,,,,
8F,階段室N,事務所等,廊下,22.4,4,4,3.2,7,,,,179.2,1,,,,,,
8F,乗降ロビー,事務所等,ロビー,11.2,4,2.4,2.6,4.3,,,,123.2,1,,,,,,
8F,DS,事務所等,機械室,7,4,4,1,7,,直付富士型,,22,2,,,,,,
8F,機械室1,事務所等,機械室,22.4,4,4,3.2,7,,直付富士型,,48,2,,,,,,
8F,PS1,事務所等,機械室,3.4,4,4,1.2,2.8,,直付富士型,,22,1,,,,,,
8F,男子便所,事務所等,便所,16.2,4,2.4,2.8,5.8,,ﾀﾞｳﾝﾗｲﾄ,,48,6,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
8F,EPS,事務所等,電気室,6.1,4,4,6.1,1,,直付富士型,,22,2,,,,,,
8F,アラーム弁室,事務所等,機械室,1.9,4,4,1.9,1,,直付富士型,,22,1,,,,,,
8F,PS2,事務所等,機械室,3.4,4,4,1.2,2.8,,直付富士型,,22,1,,,,,,
8F,女子便所,事務所等,便所,16.2,4,2.4,2.8,5.8,,ﾀﾞｳﾝﾗｲﾄ,,48,6,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
8F,多目的便所,事務所等,便所,4,4,2.4,2,2,,ﾀﾞｳﾝﾗｲﾄ,,48,2,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
8F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,2.2,3.2,,直付富士型,,48,1,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
8F,倉庫2,事務所等,更衣室,6.6,4,2.4,,,0.318269230769231,直付富士型,,95,1,,,,,,
8F,機械室2,事務所等,機械室,25.2,4,4,3.6,7,,直付富士型,,48,2,,,,,,
8F,階段室S,事務所等,廊下,22.4,4,4,3.2,7,,,,179.2,1,,,,,,
9F,9F食堂,事務所等,社員食堂,520.4,4,2.6,,,4.70099367660343,埋込下面ルーバー,,94,100,6.4m角点滅,減光,明るさセンサー,両側採光、ブラインド自動制御あり,,
9F,厨房,事務所等,厨房,102.6,4,2.6,,,2.65116279069767,埋込下面ルーバー,,94,26,,減光,明るさセンサー,,,
9F,9FEVホール,事務所等,ロビー,37.4,4,2.4,11,3.4,,ﾀﾞｳﾝﾗｲﾄ,,48,12,,,,,,
9F,廊下,事務所等,廊下,88.6,4,2.4,,,0.734431262297504,ﾀﾞｳﾝﾗｲﾄ,,48,25,,減光,,,,
9F,階段室N,事務所等,廊下,22.4,4,4,3.2,7,,,,179.2,1,,,,,,
9F,乗降ロビー,事務所等,ロビー,11.2,4,2.4,2.6,4.3,,,,123.2,1,,,,,,
9F,DS,事務所等,機械室,7,4,4,1,7,,直付富士型,,22,2,,,,,,
9F,機械室1,事務所等,機械室,22.4,4,4,3.2,7,,直付富士型,,48,2,,,,,,
9F,PS1,事務所等,機械室,3.4,4,4,1.2,2.8,,直付富士型,,22,1,,,,,,
9F,男子便所,事務所等,便所,16.2,4,2.4,2.8,5.8,,ﾀﾞｳﾝﾗｲﾄ,,48,6,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
9F,EPS,事務所等,電気室,6.1,4,4,6.1,1,,直付富士型,,22,2,,,,,,
9F,アラーム弁室,事務所等,機械室,1.9,4,4,1.9,1,,直付富士型,,22,1,,,,,,
9F,PS2,事務所等,機械室,3.4,4,4,1.2,2.8,,直付富士型,,22,1,,,,,,
9F,女子便所,事務所等,便所,16.2,4,2.4,2.8,5.8,,ﾀﾞｳﾝﾗｲﾄ,,48,6,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
9F,多目的便所,事務所等,便所,4,4,2.4,2,2,,ﾀﾞｳﾝﾗｲﾄ,,48,2,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
9F,湯沸コーナー,事務所等,湯沸室等,7,4,2.4,2.2,3.2,,直付富士型,,48,1,一括点滅,,,,,
,,,,,,,,,,流元灯(ｶﾊﾞｰ付）,,22,1,一括点滅,,,,,
9F,倉庫2,事務所等,更衣室,6.6,4,2.4,,,0.318269230769231,直付富士型,,95,1,,,,,,
9F,機械室2,事務所等,機械室,25.2,4,4,3.6,7,,直付富士型,,48,2,,,,,,
9F,階段室S,事務所等,廊下,22.4,4,4,3.2,7,,,,179.2,1,,,,,,
PHF,EV機械室,事務所等,電気室,48,4,4,6,8,,反射笠付,,95,8,,,,,,
PHF,非常用EV機械室,事務所等,電気室,28.8,4,4,7.2,4,,,,141.12,1,,,,,,
,,,,,,,,,,,,,,,,,,,
