３　照明,,,,,,,,,,,,,,,,,
9F,女子便所,Office,トイレ,2.4,2.8,5.8,16.2,,ﾀﾞｳﾝﾗｲﾄ,,48,6,,,,,
9F,女子便所,Office,トイレ,2.4,2.8,5.8,16.2,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
9F,多目的便所,Office,トイレ,2.4,2,2,4,,ﾀﾞｳﾝﾗｲﾄ,,48,2,,,,,
9F,多目的便所,Office,トイレ,2.4,2,2,4,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
9F,湯沸ｺｰﾅｰ,Office,湯沸室等,2.4,2.2,3.2,7,,直付富士型,,48,1,,,,,
9F,湯沸ｺｰﾅｰ,Office,湯沸室等,2.4,2.2,3.2,7,,流元灯(ｶﾊﾞｰ付）,,22,1,,,,,
9F,倉庫2,Office,更衣室等,2.4,,,6.6,0.318269231,直付富士型,,95,1,,,,,
9F,機械室2,Office,電気・機械室（標準）,4,3.6,7,25.2,,直付富士型,,48,2,,,,,
9F,階段室S,Office,廊下,4,3.2,7,22.4,,階段通路誘導灯,,48,2,,,,,
PHF,EV機械室,Office,電気・機械室（標準）,4,6,8,48,,反射笠付,,95,8,,,,,
