様式 5. (照明)照明入力シート,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
①,①,①,①,①,①,①,室指数,,,計画照明器具仕様,,,,制御による補正,,,,,
2,階段室2-2,事務所等,廊下,20.8,4.1,2.4,3,6.5,0.9,FD2-FRS26-32,,95,1,無,無,無,無,無,無
,,,,,,,,,,FDS2-SK1-FBF15-32,,48,1,無,無,無,無,無,無
3,階段室3-1,事務所等,廊下,20.8,3.95,2.4,3.2,6.5,0.9,FD2-FRS26-32,,95,1,無,無,無,無,無,無
,,,,,,,,,,FDS2-SK1-FBF15-32,,48,1,無,無,無,無,無,無
3,階段室3-2,事務所等,廊下,20.8,3.95,2.4,3,6.5,0.9,FD2-FRS26-32,,95,1,無,無,無,無,無,無
,,,,,,,,,,FDS2-SK1-FBF15-32,,48,1,無,無,無,無,無,無
1,EPS1,事務所等,機械室,5.04,4.15,4,1.2,4.2,0.4,FSS8-32,,48,2,無,無,無,無,無,無
2,EPS2,事務所等,機械室,5.04,4.1,4,1.2,4.2,0.4,FSS8-32,,48,2,無,無,無,無,無,無
3,EPS3,事務所等,機械室,5.04,3.95,4,1.2,4.2,0.4,FSS8-32,,48,2,無,無,無,無,無,無
,,,,,,,,,,,,,,,,,,,
